x,y,z
105.425,451.139,112.046
113.18,460.067,99.847
105.444,451.228,112.266
105.264,450.985,111.931
101.737,447.581,115.412
95.357,440.157,121.082
113.153,460.103,99.39
104.416,450.78,112.391
111.86,459.457,102.083
103.224,450.786,113.983
111.368,459.494,100.437
103.176,450.785,114.014
101.256,448.833,116.7
111.294,459.804,101.604
110.56,459.188,101.13
113.538,449.875,107.471
113.678,449.906,107.353
102.669,450.591,114.478
101.179,449.307,114.495
100.693,448.835,114.88
102.178,450.445,114.003
100.44,448.722,115.024
101.428,449.857,114.275
110.067,459.738,101.861
107.837,458.194,105.934
109.196,459.168,102.172
100.578,450.05,114.784
109.067,459.609,102.52
100.07,449.905,115.132
108.607,459.582,102.895
106.459,458.181,104.826
107.015,458.858,104.065
98.693,449.633,115.898
94.353,445.671,117.721
96.959,448.339,118.24
97.211,448.966,116.212
105.892,458.522,105.117
105.999,458.584,105.019
102.458,455.269,110.422
105.051,458.349,105.951
93.817,445.906,117.581
104.249,457.937,106.874
101.466,455.018,111.255
103.229,457.406,109.728
104.437,458.669,107.242
95.698,448.934,117.504
95.41,448.736,116.883
94.718,448.164,116.998
102.277,456.766,110.786
103.811,458.501,107.866
103.755,458.445,108.002
103.791,458.454,107.517
103.587,458.335,108.332
103.768,458.446,107.534
103.7,458.499,107.782
94.666,448.579,117.228
94.02,447.966,117.204
102.839,458.027,108.096
93.672,448.07,118.348
93.528,448.01,118.363
101.881,457.604,108.906
101.245,457.623,110.366
97.815,454.769,112.604
97.464,454.993,112.608
96.563,454.015,113.703
98.885,456.601,111.424
97.663,456.14,113.478
97.768,456.139,112.386
97.395,455.961,113.793
93.193,451.598,115.774
110.835,451.824,108.288
92.351,451.005,115.895
92.539,451.548,115.272
91.303,450.274,116.015
92.401,452.438,116.244
48.355,326.257,-60.688
92.926,453.502,114.255
92.652,453.34,114.28
93.768,454.908,115.104
93.29,454.802,115.089
90.91,452.416,114.309
90.782,453.135,115.439
125.455,336.327,51.65
110.899,425.712,123.895
129.351,456.706,89.044
134.367,452.156,88.309
125.434,343.506,35.973
112.447,434.78,119.212
124.346,460.73,89.459
124.647,460.852,90.264
82.78,314.612,3.166
76.759,296.752,6.929
142.815,387.767,66.498
128.709,387.979,113.935
147.286,406.961,76.113
147.284,406.42,73.632
147.563,406.792,74.777
147.374,406.758,75.151
147.278,406.411,73.585
139.971,418.666,102.036
103.087,327.395,3.616
116.976,340.124,9.982
79.318,340.167,-11.846
79.782,339.568,-11.396
78.973,340.436,-12.065
78.632,341.228,-12.326
78.707,341.165,-12.196
113.418,425.767,122.684
106.759,328.192,6.117
125.671,367.134,105.124
94.846,303.707,22.887
140.749,385.917,49.436
140.685,385.83,49.312
75.7,285.571,42.458
75.652,285.416,42.205
135.399,415.854,106.863
113.407,404.989,129.605
123.348,435.381,112.727
75.514,283.775,42.686
142.929,387.523,68.576
120.591,355.438,110.604
114.255,333.474,8.9
108.478,314.249,29.953
108.267,314.246,28.282
108.255,314.132,29.911
117.676,346.602,107.987
138.758,445.0,89.193
82.052,298.778,12.439
81.714,299.928,11.476
129.865,388.165,108.659
138.941,370.528,42.362
78.182,318.346,-6.597
76.856,285.721,45.648
104.2,331.632,4.24
133.902,362.267,71.986
124.271,349.314,98.266
122.857,460.906,90.685
129.043,360.995,97.995
130.172,350.7,71.361
130.192,350.724,70.88
125.153,337.033,58.935
124.859,337.279,60.346
126.989,367.39,100.858
125.792,343.052,69.112
101.741,422.389,125.996
117.204,426.275,121.346
74.078,278.576,24.356
73.078,299.742,7.18
128.78,351.289,81.951
129.681,352.462,52.509
140.735,441.493,89.276
110.466,345.446,5.555
139.064,377.884,70.959
116.398,340.767,99.364
133.095,362.92,74.782
125.882,343.322,37.24
125.994,358.862,104.253
108.687,451.526,109.784
119.6,451.461,103.233
119.653,451.232,102.68
118.538,450.922,103.88
118.596,450.929,103.718
116.166,450.295,105.789
118.237,450.831,104.217
119.39,451.325,103.366
120.48,451.693,102.294
121.797,452.136,100.211
120.396,451.568,102.11
127.014,453.491,94.75
125.605,453.267,96.731
116.355,450.362,105.749
129.072,453.395,92.487
120.6,451.837,102.214
116.477,450.371,105.596
120.718,451.646,101.753
120.593,451.63,101.863
120.671,451.781,102.039
120.547,451.662,102.081
124.968,453.017,97.241
124.107,452.838,98.156
99.299,306.606,34.776
145.615,397.436,67.709
145.242,397.506,68.87
94.817,328.734,-1.006
101.203,307.993,39.984
139.614,386.104,88.195
86.655,325.937,-6.12
117.422,347.636,7.508
116.357,346.911,7.045
124.613,345.628,17.462
124.57,345.438,16.914
124.568,345.496,17.643
124.956,346.177,17.292
124.509,345.798,17.964
124.582,345.71,17.722
123.609,365.803,107.336
129.21,456.63,89.213
126.827,456.519,92.25
129.03,456.777,89.709
75.382,286.71,45.025
119.764,355.318,113.289
133.31,362.161,26.738
98.679,305.51,32.856
134.642,366.449,29.529
117.419,333.2,24.913
71.722,300.198,11.268
110.712,415.122,127.373
110.793,415.233,127.282
144.761,407.933,83.28
145.168,408.385,81.708
137.878,388.249,91.577
101.38,457.762,109.884
101.141,457.663,110.247
72.969,314.697,0.29
74.174,280.225,28.456
130.712,351.594,50.195
135.008,363.449,32.86
139.771,378.484,75.929
110.477,317.772,34.99
114.492,324.999,41.132
105.045,421.554,125.771
140.44,375.926,45.584
129.501,354.503,24.629
111.549,316.065,38.201
93.274,334.872,-1.095
131.156,356.213,26.656
147.745,407.815,71.9
111.326,458.324,103.355
102.537,309.342,78.779
91.329,300.192,80.861
72.865,328.633,-9.519
96.957,304.561,29.144
93.946,455.151,114.47
129.339,447.522,98.728
110.666,404.612,130.353
136.814,372.324,44.194
136.9,372.451,43.964
93.031,298.766,82.225
144.73,429.542,85.594
144.821,429.163,85.638
89.291,318.525,0.358
122.909,426.7,117.897
74.312,333.123,-11.187
78.458,329.97,-10.032
84.225,323.48,-7.335
90.968,298.592,76.04
141.769,386.857,74.169
141.147,386.463,78.393
72.481,300.211,8.175
78.837,332.259,-9.753
78.673,331.658,-9.675
131.016,428.128,109.167
128.807,447.529,99.715
128.924,414.455,116.473
133.37,449.106,92.283
96.575,440.68,120.732
97.926,441.151,120.201
146.793,425.286,85.42
146.708,420.49,81.172
146.914,419.286,81.056
124.374,366.507,107.378
114.022,330.585,13.347
114.001,330.505,13.142
92.077,298.015,76.591
86.115,290.288,30.711
123.401,335.353,67.211
108.618,457.052,104.514
112.6,452.202,106.355
118.939,453.157,100.914
117.008,450.687,104.603
117.229,450.672,104.524
117.262,450.619,104.767
117.06,450.579,104.85
116.879,450.617,104.726
113.99,452.711,105.144
111.591,451.919,107.326
113.1,452.344,106.008
113.368,452.488,106.332
121.53,452.056,101.054
123.37,452.662,99.024
123.242,452.563,98.922
121.017,451.71,101.409
120.876,451.656,101.413
119.921,451.334,102.545
117.914,450.733,104.472
117.72,450.886,104.899
117.243,450.621,105.037
117.142,450.607,105.253
117.558,450.816,104.998
124.764,452.91,97.345
127.37,453.476,94.004
127.202,453.585,94.693
122.387,452.357,99.768
122.514,452.465,99.912
117.432,450.676,104.923
123.958,452.768,98.287
123.826,452.698,98.411
127.446,453.514,94.17
128.567,453.678,93.232
120.157,451.446,102.281
117.282,450.707,105.215
120.763,451.629,101.577
128.192,453.532,93.288
118.383,450.873,104.05
134.128,451.231,89.097
134.762,450.291,88.988
132.951,452.66,89.411
134.973,450.593,88.002
134.627,451.952,88.765
134.594,452.026,88.663
138.971,443.045,88.071
135.551,449.446,88.01
136.568,447.949,88.123
136.095,448.918,88.2
122.18,445.871,106.134
127.103,437.9,107.796
135.892,439.377,96.846
134.596,438.91,98.612
137.58,439.559,94.494
137.494,439.529,94.566
138.649,439.823,92.799
134.949,439.013,98.062
114.534,435.233,118.167
115.74,443.87,110.053
115.792,443.995,110.046
98.947,432.183,124.156
108.432,425.623,124.948
108.928,425.682,124.738
109.182,425.496,124.779
127.14,425.046,114.763
104.948,421.937,127.136
103.886,421.56,127.37
104.584,421.796,127.16
109.43,422.364,125.469
116.624,423.632,122.568
117.771,423.523,120.584
124.84,424.88,116.73
125.081,424.558,116.007
105.485,421.969,127.127
115.458,423.72,123.048
109.499,422.28,125.272
123.568,424.615,117.641
124.627,424.467,116.369
112.77,422.813,123.925
118.032,423.891,121.722
139.495,382.406,45.308
111.118,425.649,123.675
109.846,459.482,101.726
129.602,362.463,22.745
125.076,446.608,103.796
88.731,293.918,39.739
89.273,294.98,43.161
89.568,295.398,44.81
90.893,298.854,60.655
89.776,295.852,51.475
90.174,297.201,53.79
89.604,295.892,47.685
90.828,297.814,59.315
90.19,297.194,53.616
89.746,296.353,49.561
89.506,295.395,44.459
90.658,298.206,58.391
89.626,295.782,46.312
90.734,298.245,58.907
89.548,295.463,45.421
89.548,295.386,45.157
89.549,295.395,45.324
76.894,281.51,18.771
76.742,281.561,18.81
76.901,279.246,19.679
77.03,278.826,19.869
76.823,279.683,19.523
76.964,277.708,20.654
77.069,279.258,19.63
76.794,278.409,20.222
77.904,284.379,31.915
77.058,281.65,28.947
77.881,279.587,29.833
75.943,283.044,40.318
83.288,289.214,55.551
84.54,290.541,57.696
86.657,293.428,63.089
86.046,292.147,61.22
83.218,289.725,55.717
79.795,287.009,49.497
78.741,286.667,47.701
81.795,288.54,53.144
82.33,289.115,53.948
79.716,286.953,49.397
84.161,290.209,57.229
82.633,289.141,54.531
77.247,286.1,46.135
85.314,291.272,59.183
85.304,291.495,59.437
87.384,294.301,65.086
87.479,294.2,65.272
87.626,294.375,65.608
88.161,294.778,66.477
98.064,304.01,39.183
98.788,304.79,42.837
99.863,305.901,48.575
99.999,307.903,64.502
102.978,308.527,57.471
99.253,308.496,71.562
98.106,308.417,78.369
98.209,308.4,78.073
99.596,305.556,45.997
98.401,304.509,41.125
94.65,302.161,31.526
83.898,299.402,17.998
91.766,299.345,25.675
92.446,299.794,27.306
99.863,305.946,48.832
99.851,305.901,48.612
98.452,304.53,41.278
99.749,308.298,67.441
94.719,302.01,31.484
100.71,307.684,58.382
98.178,303.721,36.475
93.411,300.951,29.341
99.779,308.24,66.43
100.089,307.954,62.114
98.104,304.093,38.399
93.223,300.536,28.932
99.796,308.222,65.578
99.92,308.057,64.718
100.626,307.008,55.096
98.86,304.826,43.039
100.48,307.601,56.883
99.958,308.022,65.46
100.248,306.966,54.695
100.001,307.976,65.729
97.774,303.622,36.764
100.99,307.559,57.354
95.028,302.129,31.893
99.568,305.419,45.046
99.606,305.408,45.223
99.966,308.044,66.682
92.624,299.973,27.801
99.675,308.228,68.973
100.44,307.148,55.868
98.0,304.088,38.497
100.923,307.217,55.98
104.428,311.537,70.49
103.781,311.34,74.422
104.569,310.961,61.576
104.83,311.185,66.497
104.848,311.353,66.7
104.165,311.275,72.41
103.816,309.283,49.501
103.613,311.393,76.864
104.455,310.075,56.458
103.966,311.376,75.712
103.939,311.405,75.833
104.568,311.45,69.83
104.837,311.072,63.651
108.216,317.357,74.576
109.594,317.689,67.3
110.122,316.399,44.753
107.446,315.102,34.181
102.536,311.897,20.638
100.022,310.88,15.104
99.725,310.535,13.886
98.004,310.429,11.753
98.545,310.506,12.431
105.898,313.981,28.693
110.712,317.645,58.191
109.555,317.677,67.625
110.296,316.503,45.665
107.603,317.232,76.215
109.459,318.003,67.059
110.568,317.048,49.925
110.412,316.689,47.244
110.193,316.634,45.722
110.205,316.285,44.042
109.25,316.103,41.155
107.663,315.225,34.947
105.581,313.923,28.107
104.585,313.312,25.401
102.449,312.167,20.833
99.177,310.338,12.65
108.822,317.731,71.002
109.544,316.227,42.236
109.995,316.187,43.243
103.772,312.586,23.226
99.948,310.894,14.978
98.442,310.644,12.585
110.226,317.971,62.008
110.447,316.492,45.979
105.534,313.871,27.915
80.657,310.175,7.871
82.839,311.332,8.482
82.988,311.327,8.472
88.587,293.894,39.431
88.625,293.931,39.559
88.564,293.594,38.987
131.109,388.38,106.81
135.272,388.384,98.645
111.053,339.228,6.707
118.097,343.666,10.045
110.873,339.249,6.625
129.925,354.391,24.465
129.778,354.364,24.528
129.839,354.223,24.407
129.664,352.957,26.3
129.55,353.089,27.39
129.356,353.025,28.645
129.347,352.986,29.093
129.438,352.871,29.471
129.358,353.014,28.879
129.782,353.852,24.752
129.685,354.069,24.764
130.225,352.586,38.826
129.425,353.12,27.77
129.715,353.958,25.244
118.701,386.929,124.897
126.993,386.439,116.972
118.542,386.646,125.351
127.668,386.579,116.181
127.333,386.855,116.627
127.508,387.427,116.177
127.864,386.996,115.979
83.311,310.635,8.019
107.96,343.745,3.828
108.308,344.089,3.684
111.703,337.779,7.113
112.132,316.37,42.121
134.288,378.543,95.654
134.239,378.554,95.836
101.647,330.421,2.729
129.925,414.398,113.782
123.833,413.526,119.413
128.986,414.166,115.025
131.134,414.517,112.827
131.251,414.654,112.458
131.124,414.607,112.607
140.346,416.774,100.757
134.933,415.514,109.662
140.454,378.196,62.229
140.326,377.99,55.96
140.378,378.113,62.885
140.442,378.159,64.32
140.367,378.166,64.053
139.772,377.591,68.241
139.719,377.588,68.775
140.152,377.861,66.012
138.809,374.005,43.497
139.405,374.557,44.704
140.25,377.201,49.454
140.367,378.027,53.05
140.313,377.966,52.721
140.08,378.22,54.548
140.489,378.194,57.615
140.475,378.068,57.941
140.268,378.315,61.197
140.452,378.174,61.849
140.388,378.191,61.676
140.322,378.267,62.33
140.463,378.142,63.484
140.444,378.158,64.556
140.285,378.2,64.685
140.082,377.908,66.566
140.038,377.86,67.355
139.666,377.618,69.445
140.021,378.15,65.378
139.809,376.626,47.951
140.345,377.914,55.669
140.295,378.411,60.692
140.32,378.402,60.516
140.461,378.339,60.628
140.403,378.146,62.617
140.415,378.227,61.214
139.961,378.024,66.253
140.098,377.905,66.278
140.035,377.722,70.049
140.349,378.2,61.509
139.333,375.01,45.078
139.827,376.01,46.867
140.158,378.059,55.168
140.345,377.955,55.793
140.536,378.122,57.024
140.397,378.129,62.685
140.06,378.458,64.6
140.115,377.906,66.407
140.177,377.871,66.162
140.058,377.925,66.136
140.358,377.938,56.168
140.503,378.227,58.601
140.367,378.284,61.05
140.537,378.254,61.043
136.948,368.485,56.591
135.02,368.457,71.064
135.011,368.481,70.856
136.948,368.485,56.442
129.413,368.214,90.664
125.185,367.03,100.945
127.129,367.436,97.405
134.823,368.205,72.79
135.29,368.498,68.906
136.954,368.472,59.613
136.783,368.568,58.608
137.103,368.556,55.892
136.441,368.902,47.396
134.718,368.471,72.459
137.023,368.485,56.777
137.043,368.53,54.411
137.108,368.55,54.614
137.102,368.551,58.125
136.967,368.499,59.763
136.842,368.507,60.218
136.031,368.456,65.762
135.234,368.476,69.038
134.785,368.462,72.212
133.982,368.416,76.559
129.26,368.178,91.159
126.294,367.342,98.458
130.79,368.268,86.806
130.835,368.294,86.678
131.683,368.329,84.248
134.842,368.38,71.406
135.411,368.436,68.86
135.677,368.551,67.215
136.208,368.431,64.484
136.641,368.362,62.073
136.464,368.984,48.013
136.627,368.421,61.331
136.055,368.839,45.798
136.585,368.336,62.821
136.124,368.576,64.073
133.433,368.497,78.165
124.772,366.844,101.788
129.197,367.934,93.855
137.004,368.555,56.037
136.997,368.797,52.001
135.318,368.425,70.262
134.804,368.376,72.521
136.298,368.906,46.66
136.583,368.649,60.203
132.533,368.413,81.797
136.895,368.605,56.131
136.982,368.514,56.194
131.394,368.227,85.443
136.909,368.482,58.6
136.814,368.434,60.451
136.645,368.359,62.248
136.404,368.479,62.214
134.915,368.387,72.119
134.796,368.434,72.052
129.155,368.154,91.431
136.354,368.36,64.539
134.904,368.27,71.47
131.607,368.526,84.064
108.634,331.727,6.103
131.729,371.02,87.748
130.808,350.672,58.956
130.252,350.045,66.329
133.662,398.135,111.134
123.629,397.023,121.263
132.76,398.013,112.08
117.559,396.15,125.314
122.649,396.93,122.154
127.157,397.524,118.485
138.661,398.379,102.726
138.541,398.35,102.79
126.053,397.403,119.46
136.014,398.176,108.039
113.753,339.049,8.098
99.402,332.346,0.509
101.183,333.25,1.305
103.446,333.822,2.405
119.459,336.808,16.091
141.532,386.737,80.329
142.008,386.654,75.638
141.777,386.433,77.609
142.351,386.798,73.958
140.716,386.147,83.924
141.151,386.199,80.551
122.335,349.796,11.711
122.303,348.861,12.705
117.606,347.001,8.373
118.43,347.08,9.087
105.922,336.768,3.832
103.122,336.557,2.128
91.434,311.407,9.638
89.581,311.542,9.141
91.555,311.107,9.566
134.351,385.826,102.078
139.264,385.616,87.079
139.211,385.62,87.256
137.749,385.714,90.807
137.866,385.668,93.775
135.157,385.989,101.799
134.683,385.929,100.334
138.137,385.562,90.354
137.764,385.616,91.338
137.46,385.559,92.031
95.322,303.9,24.112
95.136,302.32,23.685
95.27,302.249,24.227
131.719,416.796,114.087
134.393,417.647,110.26
137.016,372.916,41.134
130.218,394.893,114.832
129.935,394.938,114.983
128.43,394.728,116.449
129.46,394.881,115.494
123.507,393.754,120.915
127.911,394.473,117.193
130.736,394.925,114.262
123.86,393.805,120.655
135.886,387.024,102.063
135.383,387.081,103.24
136.323,386.388,100.226
135.587,373.707,35.406
136.31,375.21,37.666
116.478,354.595,113.547
118.376,355.118,111.441
117.007,354.655,113.112
116.088,354.465,113.941
75.497,304.093,1.257
75.514,303.951,1.302
75.782,304.85,0.757
75.919,300.307,3.297
75.808,303.869,1.157
75.515,304.561,1.025
75.902,303.991,1.077
75.872,304.657,0.834
75.521,307.789,0.352
75.865,303.693,1.251
75.439,304.728,1.04
137.367,418.63,104.569
136.497,418.207,105.204
123.353,416.383,119.169
128.253,417.03,115.212
122.29,416.113,119.71
134.029,417.955,108.939
133.645,417.728,108.937
109.432,314.857,33.148
124.397,352.332,16.322
124.704,352.693,16.624
103.428,315.166,14.363
103.478,315.348,14.513
103.292,314.646,13.123
103.656,315.143,14.452
80.761,314.648,2.35
80.266,315.234,2.066
133.611,370.447,86.103
133.253,370.633,87.202
136.168,370.105,75.227
134.494,370.073,82.796
132.421,370.948,89.191
134.685,370.171,82.125
131.872,370.876,90.947
137.946,376.308,80.853
136.41,376.299,88.006
135.453,376.273,90.337
137.814,376.399,82.009
137.559,376.179,82.854
137.533,376.216,82.988
139.003,377.05,74.164
137.776,376.796,80.328
131.494,375.911,101.425
120.082,373.818,117.173
118.264,373.552,119.024
118.299,373.366,119.299
128.185,375.465,107.009
136.458,376.38,86.918
137.472,376.269,83.27
137.911,376.459,81.397
138.122,376.458,80.228
138.086,376.379,80.419
138.618,376.914,76.431
137.587,376.195,82.574
132.015,376.069,99.521
128.24,375.522,106.862
134.867,376.34,91.807
131.412,376.02,100.636
131.375,375.889,101.698
138.559,376.939,76.587
135.944,376.315,89.249
138.129,376.526,79.908
138.149,376.576,79.741
137.277,376.182,84.069
135.857,376.28,90.605
138.271,376.787,78.496
138.209,376.721,78.793
137.912,376.498,81.54
145.993,410.371,83.856
145.654,410.058,85.584
145.6,409.812,86.376
135.021,408.432,108.651
136.083,408.478,106.655
140.636,380.749,69.361
139.221,379.731,76.725
139.384,379.454,77.74
139.34,379.81,76.262
140.187,380.264,72.805
143.604,409.331,91.657
139.074,408.508,103.246
123.698,336.825,32.568
121.533,337.13,23.317
124.52,337.916,54.929
124.538,337.91,55.143
124.534,337.923,54.767
124.782,337.461,47.076
123.384,336.227,29.981
124.929,337.571,50.257
124.815,337.585,48.764
123.421,336.544,30.305
123.693,336.469,31.807
73.344,293.887,19.611
71.835,313.429,2.416
72.158,312.235,1.868
125.587,344.127,70.828
126.566,343.654,58.087
126.16,344.172,64.521
126.76,342.895,46.457
126.727,342.835,58.798
126.047,344.209,65.714
125.949,344.185,66.593
126.566,343.774,60.444
138.468,372.401,46.319
138.236,371.077,58.286
138.091,370.948,59.814
137.729,370.658,64.896
138.406,371.726,48.538
138.182,370.88,59.725
137.891,371.084,60.938
138.174,371.472,52.374
121.068,384.691,120.31
73.19,297.644,16.785
72.999,297.907,16.842
72.76,298.363,10.617
73.011,297.404,15.767
125.04,335.345,44.451
125.329,335.722,47.465
125.443,336.033,49.869
130.32,352.567,43.785
130.351,352.541,43.925
130.378,352.549,43.643
130.303,352.518,40.982
130.402,352.474,46.068
130.248,352.886,43.091
109.016,322.425,21.237
111.415,323.676,28.839
111.542,323.638,28.999
110.524,323.019,25.045
110.177,322.87,24.255
107.823,322.567,19.409
107.399,322.095,16.008
103.172,322.042,8.582
97.593,320.622,5.122
89.636,319.85,3.906
109.613,322.774,23.039
105.863,321.988,6.856
106.344,321.876,10.797
109.386,322.619,22.208
109.949,322.728,23.415
110.91,323.119,25.876
108.414,322.222,19.345
107.655,322.075,17.423
105.162,321.989,10.489
105.376,322.156,10.915
103.302,322.065,8.721
106.437,322.366,13.271
95.465,320.362,4.637
94.684,320.239,4.531
80.801,318.16,2.543
84.824,318.865,2.877
110.354,323.032,24.892
107.959,322.141,13.617
100.789,320.94,6.298
107.564,322.173,12.471
105.997,321.697,9.844
84.514,318.427,2.26
110.009,322.905,24.11
84.985,318.902,2.916
107.5,322.148,12.881
87.703,319.317,3.478
95.333,320.79,5.258
102.602,321.17,6.019
80.857,334.916,-11.188
78.37,333.013,-8.345
80.346,334.483,-11.18
72.051,284.28,23.418
71.969,283.66,23.799
106.334,325.959,8.094
109.379,326.086,9.014
109.177,325.373,8.261
105.894,325.849,8.142
109.509,325.825,8.929
71.729,318.542,3.435
70.741,328.755,-8.746
73.202,326.568,-8.835
73.742,324.41,-8.637
72.009,316.432,-2.327
74.151,326.647,-8.595
72.281,317.673,2.779
78.715,321.679,-6.875
78.58,324.453,-8.982
79.676,324.827,-8.934
70.134,325.56,-7.248
72.471,317.828,3.172
70.142,317.0,-2.204
71.446,325.498,-7.773
71.647,325.735,-7.843
146.325,425.299,86.343
145.279,427.702,89.049
145.62,426.448,87.489
145.897,427.104,87.96
146.482,423.051,84.795
146.483,423.221,84.943
145.565,427.018,88.091
145.996,418.162,88.558
145.255,418.063,90.428
145.448,418.148,88.875
143.335,417.545,94.627
143.137,417.76,95.514
143.957,417.979,93.809
143.203,417.763,95.347
144.954,418.197,90.281
145.974,418.133,87.834
145.871,418.174,87.702
146.851,417.707,84.243
146.175,418.207,87.417
146.128,418.157,87.248
145.91,418.209,87.529
147.902,413.93,78.847
147.77,413.202,78.357
145.435,395.795,63.957
145.223,393.704,61.281
145.495,395.01,62.783
145.429,393.935,61.372
144.913,392.152,61.532
144.883,392.422,61.29
145.716,394.6,61.742
145.22,392.998,60.927
143.39,388.109,60.58
143.176,388.206,61.942
143.214,388.18,60.537
143.61,387.482,58.112
143.451,387.844,59.264
143.498,387.146,57.16
142.152,383.123,51.864
142.42,382.204,52.895
143.707,386.35,55.122
142.594,382.07,52.46
143.6,386.474,55.674
142.708,383.36,52.282
134.599,364.156,34.461
134.804,363.819,34.415
134.669,363.817,34.554
134.612,363.539,34.834
134.7,363.579,34.632
134.875,363.973,34.339
134.556,363.677,34.725
134.517,363.833,34.605
134.374,363.786,34.678
134.358,363.926,34.486
134.534,364.305,34.402
134.692,364.254,34.453
134.856,364.237,34.4
134.354,364.359,34.239
135.046,365.707,36.013
134.922,364.869,34.844
134.716,363.943,34.498
134.46,363.656,34.895
134.762,364.096,34.441
134.646,363.709,34.617
133.899,360.959,55.052
119.762,335.618,84.757
120.043,334.295,77.395
119.821,334.241,77.854
123.099,341.239,68.644
122.666,341.348,69.737
122.829,341.283,69.767
123.482,341.248,66.892
124.276,340.637,52.901
124.218,340.708,53.109
124.323,340.577,49.064
123.924,340.483,42.5
122.867,340.527,29.549
119.607,340.714,15.662
121.553,341.005,18.073
122.816,340.532,27.543
124.126,340.505,44.582
124.313,340.552,46.169
124.234,340.551,46.369
123.695,340.386,35.532
123.268,341.305,66.904
123.31,341.266,65.48
123.873,341.107,55.516
124.193,340.694,54.868
124.026,340.709,52.453
124.126,340.527,44.817
124.067,340.547,44.69
123.357,340.448,33.716
123.149,340.539,31.287
122.974,340.727,30.964
123.418,341.234,66.155
123.369,341.229,65.144
122.195,341.038,24.677
122.715,340.676,28.207
123.796,340.67,41.362
121.287,341.134,17.971
123.36,340.507,34.471
122.284,340.953,24.14
143.613,428.476,92.884
131.62,425.682,110.19
129.541,425.492,112.628
133.177,426.123,108.345
128.648,425.369,113.624
141.178,428.238,97.716
137.443,427.69,103.271
145.199,427.82,89.314
140.306,427.777,98.791
130.255,425.689,111.959
144.798,428.203,90.386
133.268,426.338,108.449
113.689,346.319,108.675
120.931,347.416,97.9
127.694,348.979,70.953
127.648,349.024,71.009
128.019,349.026,64.456
128.317,348.925,48.577
128.365,349.416,39.813
128.352,349.569,34.97
127.843,349.78,32.514
127.848,349.744,32.927
127.67,349.66,29.001
126.558,349.839,26.714
126.736,349.591,25.922
126.611,349.584,25.315
127.276,349.629,29.971
127.313,349.694,30.348
127.577,349.49,30.729
128.101,349.643,31.876
129.077,348.932,48.806
129.435,348.987,55.793
127.695,348.449,76.366
124.068,347.433,93.701
120.468,346.692,102.411
120.038,346.821,104.67
121.466,346.88,100.053
112.825,346.314,109.618
115.827,346.648,106.115
116.566,346.4,105.558
124.563,347.589,92.427
125.291,348.175,86.093
127.228,348.583,74.406
127.227,348.602,75.098
128.486,348.915,58.688
128.207,349.078,58.718
128.059,349.137,62.525
128.27,348.953,55.191
128.557,348.933,52.719
128.507,348.852,49.892
128.262,349.31,42.12
128.227,349.632,37.904
128.35,349.434,36.822
128.24,349.525,36.524
127.843,349.697,33.36
126.695,349.714,27.194
127.8,349.665,31.674
128.31,349.582,36.15
127.441,349.535,30.31
126.459,349.165,23.303
126.153,348.443,81.554
128.446,348.868,54.446
125.64,347.967,20.551
128.262,349.556,36.344
128.431,349.106,45.978
128.606,348.784,54.957
128.51,348.915,58.823
128.096,349.072,62.352
125.887,348.494,83.231
121.527,347.38,96.661
121.004,347.455,97.706
127.703,349.685,31.556
128.458,348.948,53.707
126.963,349.896,28.716
128.561,348.898,58.514
128.007,348.833,65.431
126.836,348.313,80.866
121.952,347.258,96.501
127.978,348.89,65.245
125.997,348.481,82.398
126.199,348.286,82.96
125.243,348.261,85.941
126.797,349.682,27.454
114.614,346.422,107.784
128.466,349.232,42.736
127.758,349.757,31.965
127.686,349.652,29.123
128.5,349.435,36.941
128.109,348.806,64.781
116.706,346.7,104.778
120.399,347.192,98.792
126.215,348.819,22.449
123.369,347.366,94.178
128.292,348.976,57.083
125.189,348.028,87.669
121.13,347.353,97.355
114.818,330.92,14.507
115.961,331.551,17.338
118.273,365.999,117.098
118.341,366.018,117.005
117.516,366.053,117.583
126.125,369.165,104.183
119.344,366.647,115.366
122.014,367.426,111.511
116.683,365.598,118.811
120.066,366.627,114.658
120.921,357.899,112.262
118.027,356.607,116.312
116.325,356.364,117.644
119.834,357.349,113.948
131.414,362.545,90.868
133.02,362.39,84.768
133.248,362.378,83.298
128.954,362.055,96.699
127.418,361.409,100.311
123.904,359.43,107.35
120.457,357.662,113.025
120.085,357.67,113.295
116.941,356.258,117.405
116.42,356.209,117.785
125.61,360.482,104.011
116.561,356.033,117.867
121.767,357.864,111.449
129.595,361.922,96.159
129.493,362.254,95.627
130.927,362.504,92.4
141.84,381.721,59.613
142.362,382.02,54.772
141.63,381.253,63.005
141.887,381.834,58.636
141.806,381.68,60.823
141.949,381.813,58.905
111.077,316.486,35.259
114.401,318.831,67.565
114.621,320.012,63.896
114.616,319.256,49.612
114.309,318.761,46.324
113.095,317.535,40.327
113.795,318.196,43.321
113.783,318.098,43.116
114.844,319.736,54.229
114.702,319.375,65.585
114.017,319.165,70.616
112.914,318.865,75.365
114.14,319.811,69.299
113.868,319.769,71.363
115.068,319.608,60.493
113.717,319.037,72.48
106.391,332.55,6.577
106.261,332.557,6.661
106.281,332.71,6.584
106.427,332.587,6.412
115.609,340.579,13.494
112.21,338.936,11.371
106.315,333.459,6.564
106.339,332.742,6.451
